"blueWins","blueKills","blueDeaths","blueAssists","blueEliteMonsters","blueTowersDestroyed","blueTotalGold","blueAvgLevel","blueGoldDiff","blueExperienceDiff","blueCSPerMin","blueGoldPerMin","redKills","redDeaths","redAssists","redEliteMonsters","redTowersDestroyed","redTotalGold","redAvgLevel","redGoldDiff","redExperienceDiff","redCSPerMin","redGoldPerMin"
1,12,9,15,0,0,18106,6.6,862,-442,18.6,1810.6,9,12,11,1,0,17244,6.8,-862,442,20.4,1724.4
1,6,2,9,1,0,16501,6.6,2761,1659,22.1,1650.1,2,6,1,0,0,13740,6.6,-2761,-1659,20.1,1374
0,3,8,3,0,0,15505,6.8,-1249,-853,22.7,1550.5,8,3,5,1,0,16754,7.2,1249,853,21.4,1675.4
1,5,5,3,0,0,16195,7,-75,655,24.4,1619.5,5,5,5,1,0,16270,7,75,-655,21.7,1627
1,14,5,12,1,0,20294,6.8,5805,4777,23,2029.4,5,14,6,0,0,14489,7,-5805,-4777,17.8,1448.9
0,5,7,3,1,0,15475,7,-810,-305,19.8,1547.5,7,5,11,1,0,16285,7,810,305,21.2,1628.5
0,5,4,6,1,0,16243,7,1034,706,22.5,1624.3,4,5,2,0,0,15209,6.8,-1034,-706,22.7,1520.9
1,3,7,2,0,0,15065,6.6,-2595,-2856,23.1,1506.5,7,3,6,1,0,17660,7.4,2595,2856,26,1766
1,1,2,3,0,0,14359,6.8,-334,-73,22.8,1435.9,2,1,1,1,0,14693,6.6,334,73,22.3,1469.3
1,11,4,8,2,0,19377,7.4,3806,2161,23.3,1937.7,4,11,4,0,0,15571,7,-3806,-2161,23.1,1557.1
0,2,7,2,0,0,14135,6.8,-2711,-2547,22,1413.5,7,2,7,0,0,16846,7.2,2711,2547,23,1684.6
1,8,4,8,0,0,17448,6.8,2551,1754,24.2,1744.8,4,8,7,0,0,14897,6.6,-2551,-1754,19.5,1489.7
0,6,3,9,1,0,15958,6.6,66,-446,21.3,1595.8,3,6,3,0,0,15892,6.8,-66,446,25.4,1589.2
0,10,5,13,1,0,18287,7.2,2242,727,21.3,1828.7,5,10,3,0,0,16045,6.8,-2242,-727,22.5,1604.5
0,2,5,2,1,0,15534,7,-893,-213,25.2,1553.4,5,2,8,0,0,16427,7,893,213,23.1,1642.7
0,2,5,2,0,0,14935,7,-1208,-152,23,1493.5,5,2,8,1,0,16143,7,1208,152,24.8,1614.3
1,12,4,11,0,0,19331,7.2,4003,2566,25.5,1933.1,4,12,5,1,0,15328,6.8,-4003,-2566,21.5,1532.8
1,8,6,7,1,0,17131,7.4,819,2149,24,1713.1,6,8,9,0,0,16312,7,-819,-2149,20.6,1631.2
1,9,3,10,0,0,17983,7,4009,1935,23,1798.3,3,9,1,1,0,13974,6.6,-4009,-1935,18.3,1397.4
0,5,6,5,1,0,16842,7,-259,-1001,22.1,1684.2,6,5,6,0,0,17101,7.4,259,1001,24.7,1710.1
0,9,6,13,0,0,17569,6.8,1728,-738,21.2,1756.9,6,9,7,0,0,15841,7,-1728,738,18,1584.1
0,5,5,3,1,0,15882,6.8,474,393,24.1,1588.2,5,5,6,1,0,15408,6.4,-474,-393,20.7,1540.8
0,9,3,8,0,0,17049,6.8,1863,328,20.2,1704.9,3,9,5,0,0,15186,6.8,-1863,-328,20.4,1518.6
0,1,7,1,0,0,13556,6.8,-3846,-2306,20,1355.6,7,1,7,1,0,17402,7.2,3846,2306,25.3,1740.2
0,1,3,1,0,0,14692,7,-2373,-1592,22.7,1469.2,3,1,5,1,0,17065,7.2,2373,1592,25,1706.5
1,8,7,10,1,0,17000,6.6,218,-204,20.4,1700,7,8,5,0,0,16782,6.8,-218,204,20.9,1678.2
1,6,4,7,0,0,17200,7.2,2208,1929,23.5,1720,4,6,5,0,0,14992,6.6,-2208,-1929,21.5,1499.2
0,5,7,2,1,0,15409,7.2,-1440,-373,21.7,1540.9,7,5,9,0,0,16849,7.2,1440,373,24.1,1684.9
0,10,12,13,1,0,17283,6.4,-845,-1743,18.4,1728.3,12,10,7,0,0,18128,6.8,845,1743,20.8,1812.8
0,5,9,5,0,0,15477,6.4,-2635,-2694,17.3,1547.7,9,5,12,1,0,18112,7,2635,2694,24.1,1811.2
1,6,1,8,2,0,16763,7,2817,2414,22.4,1676.3,1,6,1,0,0,13946,6.4,-2817,-2414,20.7,1394.6
1,9,5,4,2,0,18434,7.4,2812,2497,22.3,1843.4,5,9,3,0,0,15622,7.2,-2812,-2497,22.6,1562.2
0,1,6,2,0,0,13731,6.6,-3864,-2759,21.8,1373.1,6,1,10,1,0,17595,7.2,3864,2759,26.3,1759.5
1,5,6,6,1,0,17251,7.4,334,955,23.3,1725.1,6,5,5,0,0,16917,7,-334,-955,23,1691.7
1,7,6,5,1,0,17051,7,1909,2436,24.6,1705.1,6,7,8,0,0,15142,6.4,-1909,-2436,19.6,1514.2
0,7,7,6,0,0,16346,7,-346,-358,20.9,1634.6,7,7,7,0,0,16692,7.2,346,358,18.2,1669.2
1,14,4,14,0,0,16398,7.6,5802,-28,24.9,1639.8,4,14,5,1,0,15293,6.2,-5802,28,18.6,1529.3
1,6,4,3,1,0,16434,7,1085,1048,22.8,1643.4,4,6,2,0,0,15349,6.6,-1085,-1048,22,1534.9
0,4,11,2,1,0,15834,6.8,-2383,-1807,19.7,1583.4,11,4,7,0,0,18217,7.4,2383,1807,18.2,1821.7
1,8,9,9,1,0,16968,7,306,1895,21.4,1696.8,9,8,10,0,0,16662,6.6,-306,-1895,20.8,1666.2
0,5,7,7,0,0,15949,6.8,-1568,-1850,20.9,1594.9,7,5,8,1,0,17517,7.2,1568,1850,21.5,1751.7
1,5,7,3,1,0,16056,6.8,-1419,-1156,23.4,1605.6,7,5,13,1,0,17475,7,1419,1156,22.7,1747.5
1,10,6,8,1,0,18392,6.8,2263,1634,22.2,1839.2,6,10,5,1,0,16129,6.4,-2263,-1634,21.3,1612.9
1,6,2,9,0,0,16415,7.2,1374,1225,23,1641.5,2,6,2,1,0,15041,6.8,-1374,-1225,21.7,1504.1
1,14,4,6,1,0,19948,7.4,4301,3444,22,1994.8,4,14,4,0,0,15647,6.6,-4301,-3444,20.5,1564.7
1,9,4,6,0,0,18189,7,3905,3713,22,1818.9,4,9,3,0,0,14284,6.2,-3905,-3713,18.1,1428.4
1,3,8,4,0,0,14398,6.6,-2919,-2318,19.4,1439.8,8,3,9,1,0,17317,7,2919,2318,20.7,1731.7
1,6,0,8,1,0,17359,7.4,2923,2787,26.5,1735.9,0,6,0,0,0,14436,6.8,-2923,-2787,24.2,1443.6
0,4,7,3,0,0,15817,6.8,-1059,-951,21,1581.7,7,4,9,2,0,16876,7,1059,951,21.4,1687.6
0,3,5,3,1,0,15861,7,-406,-14,27,1586.1,5,3,7,1,0,16267,7,406,14,23.5,1626.7
1,7,3,7,1,0,16355,7,1143,1251,23.8,1635.5,3,7,2,0,0,15212,7,-1143,-1251,21.6,1521.2
1,11,9,13,0,0,18333,7,736,266,22.5,1833.3,9,11,9,1,0,17597,7.2,-736,-266,20.5,1759.7
0,2,11,3,0,0,14562,6.8,-4816,-3750,19.6,1456.2,11,2,12,1,0,19378,7.4,4816,3750,25.9,1937.8
1,11,6,13,2,0,19677,7.6,3977,3949,23.6,1967.7,6,11,12,0,0,15700,6.4,-3977,-3949,20.8,1570
1,11,7,14,0,0,18793,7,3026,3357,21.7,1879.3,7,11,8,1,0,15767,6.4,-3026,-3357,17.4,1576.7
0,4,12,0,1,0,14276,6.8,-4262,-2426,19,1427.6,12,4,14,0,0,18538,7.2,4262,2426,22.4,1853.8
0,4,1,4,1,0,16808,6.8,2476,772,22.7,1680.8,1,4,0,1,0,14332,6.8,-2476,-772,24.8,1433.2
0,3,9,3,0,0,15002,6.6,-3545,-3206,21.7,1500.2,9,3,10,2,0,18547,7.4,3545,3206,22.4,1854.7
0,4,9,5,1,0,14354,6.4,-4324,-2979,17.3,1435.4,9,4,13,1,0,18678,7,4324,2979,21.3,1867.8
1,5,6,6,1,0,15926,7.2,-496,-837,22.3,1592.6,6,5,5,0,0,16422,7.4,496,837,21.8,1642.2
0,3,5,5,0,0,14742,6.6,-1620,-1442,24.1,1474.2,5,3,6,1,0,16362,7,1620,1442,22.6,1636.2
1,6,10,8,0,0,16481,6.8,-1334,-1607,20.1,1648.1,10,6,12,1,0,17815,7.2,1334,1607,19.8,1781.5
0,9,8,5,0,0,16307,7,-796,-217,19.4,1630.7,8,9,10,0,0,17103,6.8,796,217,21.5,1710.3
1,6,2,3,1,0,16569,7.2,1398,1804,23.8,1656.9,2,6,3,0,0,15171,6.6,-1398,-1804,23.3,1517.1
1,5,3,5,0,0,17322,7,3005,1938,22.9,1732.2,3,5,4,0,0,14317,6.4,-3005,-1938,19.7,1431.7
0,3,8,2,0,0,14711,6.8,-3156,-3287,22.2,1471.1,8,3,6,0,0,17867,7.2,3156,3287,23.8,1786.7
1,3,5,3,2,0,16009,7.2,-473,383,26.8,1600.9,5,3,7,0,0,16482,6.8,473,-383,24.6,1648.2
0,5,10,4,0,0,15102,6.4,-3397,-2282,19.6,1510.2,10,5,12,1,0,18499,7,3397,2282,22.5,1849.9
0,6,9,5,0,0,15499,6.8,-1937,-1514,22.2,1549.9,9,6,12,1,0,17436,7,1937,1514,20.4,1743.6
1,10,4,10,0,0,18456,7.2,3765,2661,21.8,1845.6,4,10,3,0,0,14691,6.8,-3765,-2661,19.3,1469.1
0,5,2,5,1,0,15767,7,384,-690,22.4,1576.7,2,5,3,1,0,15383,7,-384,690,25,1538.3
1,11,5,12,1,0,18890,7.2,2708,682,22.3,1889,5,11,4,0,0,16182,7.2,-2708,-682,23,1618.2
0,4,8,3,0,0,14901,7,-2427,-1462,20.9,1490.1,8,4,7,0,0,17328,7.2,2427,1462,22.4,1732.8
1,6,3,7,1,0,16785,7.4,1901,684,24.5,1678.5,3,6,2,0,0,14884,7,-1901,-684,21.1,1488.4
1,10,5,15,1,0,18786,7.2,2480,1699,23.5,1878.6,5,10,8,1,0,16306,6.8,-2480,-1699,22.1,1630.6
0,1,10,2,1,0,14727,6.6,-3581,-2467,21.9,1472.7,10,1,15,1,0,18308,7,3581,2467,24.8,1830.8
1,10,5,14,2,0,18009,7.2,2911,1378,20,1800.9,5,10,5,0,0,15098,6.8,-2911,-1378,21.2,1509.8
0,1,4,2,1,0,14526,6.8,-1245,-1370,22.4,1452.6,4,1,4,1,0,15771,7,1245,1370,24.1,1577.1
0,8,6,8,1,0,16627,6.8,166,-497,21.2,1662.7,6,8,6,1,0,16461,7,-166,497,20.9,1646.1
0,1,6,1,0,0,13075,6.4,-6309,-3115,16.9,1307.5,6,1,5,0,0,19384,7.2,6309,3115,27,1938.4
0,5,11,4,0,0,16105,6.8,-2047,-2555,21.4,1610.5,11,5,5,1,0,18152,7.6,2047,2555,20.8,1815.2
0,3,4,6,0,0,14782,6.8,-1464,-1509,21.3,1478.2,4,3,4,1,0,16246,7,1464,1509,23.8,1624.6
1,5,3,4,2,0,15889,7,874,-302,21.7,1588.9,3,5,4,0,0,15015,7.2,-874,302,21.5,1501.5
0,2,5,3,1,0,15158,6.8,-627,183,25,1515.8,5,2,9,0,0,15785,6.8,627,-183,24.3,1578.5
0,3,3,4,0,0,15073,6.8,-334,-292,22.7,1507.3,3,3,3,0,0,15407,6.8,334,292,25.1,1540.7
0,7,8,5,1,0,17125,7.2,449,1210,24,1712.5,8,7,13,0,0,16676,7,-449,-1210,17.7,1667.6
0,6,9,6,0,0,16377,6.6,-780,-73,20.9,1637.7,9,6,14,0,0,17157,6.6,780,73,20,1715.7
0,4,6,4,1,0,15888,7.4,-205,1064,23.4,1588.8,6,4,7,0,0,16093,7,205,-1064,21.7,1609.3
0,2,3,3,0,0,14414,6.8,-1731,-1585,22.6,1441.4,3,2,3,0,0,16145,7,1731,1585,26.8,1614.5
0,10,9,9,1,0,18329,7,947,-188,21.9,1832.9,9,10,11,0,0,17382,7.2,-947,188,19.4,1738.2
0,6,7,10,0,0,16245,6.8,-713,-1111,21.5,1624.5,7,6,5,1,0,16958,6.8,713,1111,20.7,1695.8
1,3,4,2,1,0,16120,6.8,1171,-1140,22.3,1612,4,3,3,0,0,14949,7.2,-1171,1140,20.7,1494.9
0,5,7,8,0,0,15548,6.4,-459,-307,19.1,1554.8,7,5,9,1,0,16007,6.8,459,307,19.6,1600.7
1,8,2,12,0,0,17432,7.2,2673,1388,20.9,1743.2,2,8,4,1,0,14759,6.6,-2673,-1388,21.6,1475.9
1,9,7,10,1,0,16922,6.8,-251,-1675,20.7,1692.2,7,9,3,0,0,17173,7.2,251,1675,22.1,1717.3
0,5,2,5,0,0,16142,7.2,534,634,24.5,1614.2,2,5,2,2,0,15608,6.8,-534,-634,27.7,1560.8
0,2,8,2,1,0,14630,6.6,-4005,-2248,21.1,1463,8,2,7,0,0,18635,7.4,4005,2248,27.1,1863.5
1,2,4,1,2,0,15131,7,-318,86,23.9,1513.1,4,2,5,0,0,15449,6.8,318,-86,21.6,1544.9
0,8,5,7,1,0,17697,7.2,2682,2118,20.3,1769.7,5,8,5,1,0,15015,6.6,-2682,-2118,16.5,1501.5
0,4,3,5,1,0,16116,7,2092,1763,24.4,1611.6,3,4,2,0,0,14024,6.4,-2092,-1763,19.1,1402.4
1,10,7,9,0,0,18485,7.4,2300,2148,22.8,1848.5,7,10,6,0,0,16185,7.2,-2300,-2148,18.7,1618.5
1,6,3,4,1,0,16980,7,2642,1346,24.1,1698,3,6,5,0,0,14338,6.6,-2642,-1346,18.8,1433.8
1,5,4,6,0,0,17066,6.8,2833,220,23.6,1706.6,4,5,2,1,0,14233,7,-2833,-220,17.2,1423.3
0,8,8,9,0,0,17202,6.6,-336,-1059,21.4,1720.2,8,8,9,1,0,17538,7,336,1059,21.4,1753.8
0,1,8,2,1,0,14702,6.6,-5136,-3713,21.4,1470.2,8,1,7,0,0,19838,7.6,5136,3713,21.8,1983.8
1,13,7,11,0,0,18692,7.4,1872,3579,23.8,1869.2,7,13,11,0,0,16820,6.6,-1872,-3579,21.5,1682
0,11,13,13,1,0,18549,6.8,-1048,-450,18.2,1854.9,13,11,6,1,0,19597,6.8,1048,450,20.1,1959.7
1,4,5,3,1,0,15859,7.2,-88,-932,24.2,1585.9,5,4,10,0,0,15947,7.2,88,932,22.2,1594.7
1,4,9,5,0,0,16044,7,-1427,-1008,22.4,1604.4,9,4,6,0,0,17471,7.2,1427,1008,24.3,1747.1
1,8,11,6,1,0,15941,6.8,-2440,-1603,18,1594.1,11,8,15,0,0,18381,6.8,2440,1603,21.9,1838.1
0,5,9,4,0,0,15675,6.6,-1614,-2256,22.9,1567.5,9,5,12,1,0,17289,7.2,1614,2256,21.5,1728.9
1,4,7,2,1,0,15682,6.8,-1075,73,23.4,1568.2,7,4,6,0,0,16757,6.8,1075,-73,21.3,1675.7
1,7,8,7,2,0,15843,6.8,-1799,-1304,19,1584.3,8,7,15,0,0,17642,6.8,1799,1304,19.6,1764.2
1,12,3,11,1,0,18248,7.4,3296,3231,20.1,1824.8,3,12,3,0,0,14952,6.4,-3296,-3231,20.1,1495.2
1,4,7,3,0,0,15333,7,-1942,57,20.1,1533.3,7,4,5,1,0,17275,6.8,1942,-57,23.6,1727.5
1,8,4,10,1,0,17496,7.2,2013,247,24.6,1749.6,4,8,3,0,0,15483,7,-2013,-247,22.9,1548.3
1,12,8,15,2,0,19809,7,3574,1210,22.1,1980.9,8,12,11,0,0,16235,6.8,-3574,-1210,16.6,1623.5
1,13,3,9,1,0,19329,7,6000,-28,24.6,1932.9,3,13,5,1,0,13329,7,-6000,28,21.8,1332.9
0,5,9,2,0,0,15600,6.2,-3128,-2320,19.3,1560,9,5,9,1,0,18728,6.8,3128,2320,23.2,1872.8
1,4,4,1,2,0,16292,7.2,1229,1059,27.4,1629.2,4,4,2,0,0,15063,7,-1229,-1059,22,1506.3
0,5,10,6,1,0,17677,7,1285,1300,26.9,1767.7,10,5,9,1,0,16392,6.6,-1285,-1300,17.3,1639.2
0,5,10,6,0,0,15141,6.8,-3274,-1385,17.6,1514.1,10,5,8,1,0,18415,7.2,3274,1385,23.8,1841.5
0,5,8,1,0,0,14897,7,-1770,325,21.2,1489.7,8,5,9,1,0,16667,6.8,1770,-325,19.1,1666.7
1,8,3,14,1,0,17520,7,1892,890,21.1,1752,3,8,4,0,0,15628,6.8,-1892,-890,25,1562.8
0,8,7,9,0,0,17164,7,525,902,22.2,1716.4,7,8,7,0,0,16639,6.8,-525,-902,21.5,1663.9
0,5,6,8,1,0,15999,6.6,-415,-498,23.4,1599.9,6,5,8,0,0,16414,7,415,498,22.6,1641.4
1,2,6,1,0,0,14542,6.8,-1751,-1585,23.4,1454.2,6,2,4,1,0,16293,7,1751,1585,22.9,1629.3
1,14,6,10,1,0,20225,6.6,4453,2458,19.4,2022.5,6,14,6,1,0,15772,6.6,-4453,-2458,18.9,1577.2
0,11,6,10,1,0,18203,7,1393,441,19.9,1820.3,6,11,2,0,0,16810,6.8,-1393,-441,22.4,1681
1,6,5,4,2,0,16787,7.2,534,154,25.3,1678.7,5,6,10,0,0,16253,7.2,-534,-154,19.7,1625.3
0,2,11,2,0,0,14959,6.8,-3301,-2246,22.6,1495.9,11,2,6,1,0,18260,7.4,3301,2246,20.3,1826
1,4,7,4,2,0,15132,6.8,-2022,-2023,19,1513.2,7,4,7,0,0,17154,7.2,2022,2023,24.2,1715.4
0,3,6,4,0,0,16354,7,176,-172,25.2,1635.4,6,3,7,1,0,16178,6.8,-176,172,20.2,1617.8
0,2,5,2,1,0,14652,6.8,-458,-559,20.5,1465.2,5,2,3,1,0,15110,6.8,458,559,21,1511
0,4,2,7,0,0,15331,6.8,676,-576,18.2,1533.1,2,4,1,1,0,14655,7.2,-676,576,21.6,1465.5
1,6,4,5,1,0,17002,7.2,2536,3339,21.8,1700.2,4,6,0,1,0,14466,6.4,-2536,-3339,21,1446.6
1,7,11,10,0,0,16308,6.8,-1751,-2784,18.9,1630.8,11,7,9,1,0,18059,7.4,1751,2784,20,1805.9
1,7,10,9,0,0,16282,6.8,-1516,-1467,19.8,1628.2,10,7,10,2,0,17798,6.8,1516,1467,20.1,1779.8
0,3,7,3,0,0,14110,6.4,-2566,-2246,16.2,1411,7,3,3,0,0,16676,6.8,2566,2246,22.8,1667.6
0,4,8,5,0,0,15426,7,-2023,-2678,22.6,1542.6,8,4,4,1,0,17449,7.4,2023,2678,25.1,1744.9
0,5,6,4,1,0,15983,6.8,-276,179,22.2,1598.3,6,5,8,0,0,16259,6.8,276,-179,18.9,1625.9
1,7,4,5,2,0,16801,7.2,1574,1834,21.1,1680.1,4,7,3,0,0,15227,6.8,-1574,-1834,20,1522.7
1,6,3,10,0,0,17141,7.2,2378,2190,23.2,1714.1,3,6,1,1,0,14763,6.8,-2378,-2190,20.6,1476.3
0,4,9,4,0,0,15122,7,-3223,-2518,19.5,1512.2,9,4,10,2,0,18345,7.4,3223,2518,23.5,1834.5
0,5,5,7,0,0,16878,7,808,1415,23.8,1687.8,5,5,8,1,0,16070,7,-808,-1415,21.4,1607
1,8,2,8,0,0,18274,7,3803,2825,23.8,1827.4,2,8,6,0,0,14471,6.4,-3803,-2825,20.1,1447.1
0,2,8,3,0,0,14176,6.8,-3360,-1842,19.4,1417.6,8,2,7,1,0,17536,7.2,3360,1842,22.8,1753.6
1,6,2,9,0,0,17549,7.2,2397,1405,24.3,1754.9,2,6,1,1,0,15152,6.8,-2397,-1405,24.8,1515.2
0,5,8,7,0,0,16049,6.6,-883,-1828,21.7,1604.9,8,5,9,0,0,16932,7,883,1828,18.7,1693.2
0,1,4,1,0,0,14017,6.4,-2638,-2478,22.9,1401.7,4,1,5,2,0,16655,6.8,2638,2478,23.1,1665.5
1,14,3,16,0,0,20139,7.8,5035,-28,21.8,2013.9,3,14,5,0,0,15104,6.6,-5035,28,22.3,1510.4
0,5,8,5,0,0,16659,7,-1003,-899,23.4,1665.9,8,5,7,2,0,17662,7,1003,899,21.7,1766.2
0,5,8,4,0,0,15975,6.8,-1963,-1151,22.7,1597.5,8,5,10,1,0,17938,7.2,1963,1151,22.5,1793.8
0,6,7,7,0,0,16728,7.2,-1071,-1471,22.1,1672.8,7,6,8,1,0,17799,7.4,1071,1471,24.8,1779.9
1,6,5,9,0,0,16693,7,897,1090,22.7,1669.3,5,6,7,0,0,15796,7,-897,-1090,23.7,1579.6
1,5,2,4,2,0,15925,6.8,1946,1292,22.8,1592.5,2,5,2,0,0,13979,6.8,-1946,-1292,21.3,1397.9
0,8,8,5,1,0,16763,6.8,-219,-1440,19.3,1676.3,8,8,6,1,0,16982,7.2,219,1440,18.3,1698.2
1,6,4,7,0,0,16852,6.8,1588,1331,23.9,1685.2,4,6,7,0,0,15264,6.8,-1588,-1331,21.3,1526.4
0,2,6,3,0,0,14950,7,-1889,-723,23.4,1495,6,2,6,1,0,16839,7,1889,723,22.9,1683.9
1,2,4,2,1,0,14863,6.8,-720,432,19.5,1486.3,4,2,4,0,0,15583,6.8,720,-432,22.3,1558.3
0,3,12,2,0,0,15853,7,-2388,-1978,22,1585.3,12,3,8,2,0,18241,7.6,2388,1978,20.5,1824.1
0,3,13,1,0,0,13428,7,-5668,-4786,16.7,1342.8,13,3,10,1,0,19096,7,5668,4786,21.8,1909.6
1,7,8,8,1,0,17570,7,527,1493,23.8,1757,8,7,11,0,0,17043,6.8,-527,-1493,17.6,1704.3
1,6,4,3,1,0,16561,7,1496,-730,23.2,1656.1,4,6,4,1,0,15065,7,-1496,730,19.1,1506.5
0,8,14,4,0,0,15070,6.4,-4245,-3073,21.8,1507,14,8,12,2,0,19315,7,4245,3073,19.3,1931.5
0,10,5,6,1,0,19190,7.2,3386,2410,20.2,1919,5,10,8,1,0,15804,6.4,-3386,-2410,22.4,1580.4
0,3,8,1,0,0,14269,6.6,-3145,-2166,20,1426.9,8,3,10,1,0,17414,7.2,3145,2166,23.5,1741.4
0,1,5,0,1,0,14916,6.8,-1325,-15,23.9,1491.6,5,1,8,0,0,16241,6.8,1325,15,25.1,1624.1
1,5,8,7,2,0,16256,7,-1623,-1144,23.1,1625.6,8,5,9,0,0,17879,7,1623,1144,24.3,1787.9
1,3,3,3,1,0,15231,7,1076,759,22.1,1523.1,3,3,0,0,0,14155,6.8,-1076,-759,22.3,1415.5
1,7,10,9,1,0,16070,6.6,-1156,-667,17.3,1607,10,7,6,0,0,17226,6.6,1156,667,21.1,1722.6
0,3,3,2,1,0,15416,6.8,450,-9,22.8,1541.6,3,3,5,0,0,14966,6.8,-450,9,22,1496.6
1,7,5,4,1,0,19036,7,4363,4467,24.6,1903.6,5,7,4,0,0,14673,7,-4363,-4467,16.4,1467.3
1,11,6,13,1,0,18214,7.2,2262,2885,22,1821.4,6,11,6,0,0,15952,6.6,-2262,-2885,22.8,1595.2
0,6,9,7,0,0,17430,6.8,-367,187,21.2,1743,9,6,9,0,0,17797,7.2,367,-187,20.5,1779.7
1,6,3,7,0,0,16590,7.2,1214,2080,22.8,1659,3,6,2,1,0,15376,6.8,-1214,-2080,22.4,1537.6
1,4,1,6,1,0,15508,6.8,1728,-337,21.7,1550.8,1,4,0,0,0,13780,6.8,-1728,337,22.3,1378
1,6,5,4,0,0,16789,7,959,917,21.8,1678.9,5,6,5,1,0,15830,7,-959,-917,21.3,1583
1,5,5,6,1,0,16298,7,924,323,23,1629.8,5,5,5,1,0,15374,6.8,-924,-323,20.9,1537.4
1,12,2,13,1,0,19320,7.4,4544,3126,25.1,1932,2,12,2,0,0,14776,6.8,-4544,-3126,20.6,1477.6
0,4,11,4,2,0,14926,6.6,-4847,-2983,21,1492.6,11,4,12,0,0,19773,7.4,4847,2983,21.8,1977.3
1,9,3,6,1,0,17496,7.4,1849,669,22,1749.6,3,9,2,1,0,15647,6.8,-1849,-669,22.4,1564.7
1,7,11,7,0,0,15177,6.4,-3891,-2689,21.8,1517.7,11,7,9,0,0,19068,7.2,3891,2689,21.8,1906.8
0,6,9,8,0,0,17025,7,-1314,-1942,23.1,1702.5,9,6,9,1,0,18339,7.4,1314,1942,23.2,1833.9
1,9,5,14,0,0,18203,7.2,2718,91,22.3,1820.3,5,9,5,0,0,15485,6.8,-2718,-91,21.6,1548.5
0,3,8,3,0,0,15160,7,-2174,-1268,21.7,1516,8,3,12,2,0,17334,7.2,2174,1268,22.7,1733.4
1,4,1,2,1,0,15304,7,1093,720,22.8,1530.4,1,4,1,0,0,14211,6.8,-1093,-720,21.5,1421.1
1,11,10,8,0,0,17503,6.8,-215,-438,19.2,1750.3,10,11,13,0,0,17718,7,215,438,21,1771.8
1,7,6,10,1,0,16468,6.4,635,-1157,22.6,1646.8,6,7,6,1,0,15833,6.8,-635,1157,22.8,1583.3
1,10,10,10,0,0,19035,7.2,120,1209,21.9,1903.5,10,10,10,1,0,18915,6.6,-120,-1209,20.8,1891.5
1,10,9,11,1,0,18413,7.2,194,661,21.9,1841.3,9,10,12,0,0,18219,6.8,-194,-661,23,1821.9
1,9,2,6,1,0,18470,7.2,3581,1578,26.3,1847,2,9,1,0,0,14889,6.8,-3581,-1578,23.8,1488.9
0,6,13,9,0,0,16291,6.6,-3622,-2561,19.1,1629.1,13,6,12,0,0,19913,7,3622,2561,22.3,1991.3
1,6,6,9,1,0,16301,6.8,-303,312,21,1630.1,6,6,11,1,0,16604,6.8,303,-312,21,1660.4
0,9,8,7,1,0,17183,7,-1295,-305,19.6,1718.3,8,9,10,0,0,18478,7,1295,305,24.7,1847.8
0,1,5,1,0,0,13361,6.8,-3006,-1880,17.4,1336.1,5,1,4,2,0,16367,7,3006,1880,21.9,1636.7
1,2,1,4,1,0,14807,6.8,1090,371,21.4,1480.7,1,2,1,1,0,13717,6.6,-1090,-371,19.7,1371.7
1,4,3,1,1,0,15195,7,324,1794,21.7,1519.5,3,4,2,0,0,14871,6.4,-324,-1794,22.8,1487.1
1,3,7,2,0,0,14788,6.6,-2025,-2448,21.5,1478.8,7,3,6,1,0,16813,7.2,2025,2448,23.3,1681.3
0,7,8,8,0,0,16604,6.6,-416,-907,20.3,1660.4,8,7,11,1,0,17020,7,416,907,20.1,1702
0,4,4,2,1,0,15661,7.2,62,1154,23.2,1566.1,4,4,5,1,0,15599,6.8,-62,-1154,20.2,1559.9
0,5,7,3,0,0,16259,6.6,-67,-1341,22.1,1625.9,7,5,12,1,0,16326,7.2,67,1341,20,1632.6
1,11,4,13,1,0,19716,7.2,5163,3968,23.4,1971.6,4,11,4,0,0,14553,6.4,-5163,-3968,18.2,1455.3
1,11,5,6,1,0,18612,7.2,2728,1957,22.7,1861.2,5,11,6,0,0,15884,7,-2728,-1957,22.5,1588.4
0,3,9,1,1,0,14711,6.8,-3559,-1400,20.4,1471.1,9,3,7,0,0,18270,7.2,3559,1400,25.6,1827
1,6,4,7,2,0,16886,6.8,184,-131,22.1,1688.6,4,6,5,0,0,16702,7,-184,131,23.7,1670.2
0,4,7,4,1,0,14980,6.4,-2040,-1012,20.6,1498,7,4,6,0,0,17020,7,2040,1012,22.4,1702
1,6,1,9,1,0,16544,6.8,2151,726,20.8,1654.4,1,6,3,0,0,14393,6.6,-2151,-726,22.2,1439.3
0,10,12,9,0,0,16174,6.6,-2452,-1634,21.8,1617.4,12,10,8,0,0,18626,7,2452,1634,21,1862.6
1,7,4,7,2,0,18047,7.2,3255,2259,22.8,1804.7,4,7,3,0,0,14792,6.8,-3255,-2259,19.7,1479.2
1,9,3,6,0,0,17484,7.4,1128,858,23,1748.4,3,9,2,1,0,16356,7.4,-1128,-858,22.6,1635.6
1,6,5,7,1,0,17826,7.4,1909,979,22.5,1782.6,5,6,3,0,0,15917,7,-1909,-979,22,1591.7
1,10,6,9,0,0,18673,6.8,3397,1493,22.3,1867.3,6,10,8,0,0,15276,6.6,-3397,-1493,18.6,1527.6
